datetime,y,y_pred,y_pred_lower,y_pred_upper
2015-03-22,204.0,252.51825493846843,146.66665863001143,358.36985124692546
2015-03-23,271.0,186.10959111091358,80.2607591371532,291.958423084674
2015-03-24,290.0,292.6895954873608,186.8452640732139,398.5339269015077
2015-03-25,340.0,267.9651706844734,162.12797306694603,373.80236830200073
2015-03-26,358.0,360.79032904054696,254.95558091512092,466.62507716597304
2015-03-27,287.0,340.02713644367657,234.53419577482873,445.5200771125244
2015-03-28,323.0,269.49695101406996,164.00646025783738,374.98744177030255
2015-03-29,360.0,319.6550241030101,214.1704550076966,425.13959319832355
2015-03-30,268.0,344.79212271440406,239.3098864573601,450.274358971448
2015-03-31,283.0,291.11930870005244,185.64087491803878,396.5977424820661
2015-04-01,309.0,291.5559282343629,186.08353299730288,397.02832347142294
2015-04-02,249.0,318.9603066736476,213.4899934803959,424.4306198668993
2015-04-03,245.0,247.01721063731563,141.83716280913904,352.1972584654922
2015-04-04,229.0,226.05345778899445,120.87548338497378,331.2314321930151
2015-04-05,234.0,228.4244743200057,123.25154603969986,333.5974026003115
2015-04-06,343.0,223.2637638287681,118.0928306256745,328.43469703186173
2015-04-07,262.0,348.48431693012566,243.31663889991404,453.6519949603373
2015-04-08,308.0,257.9932408964307,152.83074051021913,363.1557412826422
2015-04-09,293.0,331.4342350493375,226.27352614389912,436.59494395477583
2015-04-10,290.0,271.4545407460955,166.54339938273753,376.3656821094535
2015-04-11,375.0,277.4992839352013,172.58991995054055,382.408647919862
2015-04-12,293.0,359.7941363542286,254.88912372352453,464.69914898493266
2015-04-13,247.0,290.7242880783869,185.821001178446,395.6275749783278
2015-04-14,232.0,270.83350126387256,165.93303249765228,375.73397003009285
2015-04-15,316.0,237.95099078510265,133.05501068174453,342.84697088846076
2015-04-16,295.0,323.37514046934723,218.48071812336997,428.2695628153245
2015-04-17,246.0,277.4100924653045,172.732540592489,382.08764433812
2015-04-18,378.0,241.0737007036206,136.3976892459906,345.7497121612506
2015-04-19,406.0,361.8349789192935,257.1627582646754,466.50719957391163
2015-04-20,392.0,382.36882675703816,277.69811359065113,487.0395399234252
2015-04-21,391.0,403.3662860064737,298.6980364353572,508.03453557759013
2015-04-22,368.0,398.1565670616445,293.4922461588552,502.82088796443384
2015-04-23,365.0,380.581397082899,275.91844313974286,485.24435102605514
2015-04-24,383.0,356.8928654494717,252.4201170237631,461.36561387518026
2015-04-25,367.0,373.0805361101894,268.60913549756356,477.5519367228153
2015-04-26,334.0,364.11787814193946,259.64980952578014,468.58594675809877
2015-04-27,258.0,332.1345888646201,227.66784843733734,436.6013292919029
2015-04-28,234.0,273.7651075684846,169.30053915840352,378.2296759785657
2015-04-29,257.0,251.89034944901158,147.42924838425532,356.3514505137679
2015-04-30,259.0,262.53686518394915,158.07697330386952,366.99675706402877
2015-05-01,279.0,249.90215158226684,145.61043426272948,354.1938689018042
2015-05-02,312.0,268.1341531436966,163.84362498681475,372.42468130057847
2015-05-03,372.0,302.90171076252375,198.61413432531404,407.1892871997335
2015-05-04,387.0,352.4854857895109,248.19908843875658,456.77188314026523
2015-05-05,408.0,384.33726368810426,280.05279565938747,488.62173171682105
2015-05-06,398.0,414.3053118976028,310.0239266616133,518.5866971335922
2015-05-07,403.0,402.60834494770273,298.3280369408034,506.8886529546021
2015-05-08,361.0,399.1050742597636,294.97452869229323,503.235619827234
2015-05-09,378.0,355.1001634772435,250.97067484510507,459.2296521093819
2015-05-10,381.0,383.35683960951803,279.22998399813014,487.48369522090593
2015-05-11,388.0,365.30040670212907,261.1746048505627,469.42620855369546
2015-05-12,346.0,397.2910066654937,293.1669299731398,501.41508335784755
2015-05-13,328.0,352.3609231559712,248.2396053313842,456.4822409805582
2015-05-14,291.0,344.74661407708834,240.62626200417503,448.86696615000164
2015-05-15,396.0,283.38632415939816,179.40018967555793,387.37245864323836
2015-05-16,297.0,388.95192795114855,284.9667390451001,492.937116857197
2015-05-17,345.0,288.82940622628047,184.8465806074251,392.81223184513584
2015-05-18,296.0,352.64229549918963,248.6604172889217,456.6241737094575
2015-05-19,319.0,285.55797124049445,181.5776448106517,389.5382976703372
2015-05-20,282.0,340.81167502943276,236.83383205920688,444.78951799965864
2015-05-21,352.0,275.00069051038855,171.02371826439958,378.9776627563775
2015-05-22,338.0,358.44435718586556,254.58835889024033,462.3003554814908
2015-05-23,321.0,310.72515617933834,206.87000880528842,414.58030355338826
2015-05-24,295.0,338.1907480946894,234.33773369861757,442.04376249076125
2015-05-25,344.0,277.66608961490687,173.8139316045996,381.51824762521414
2015-05-26,337.0,355.0081495959347,251.15739487765177,458.8589043142176
2015-05-27,355.0,327.9493325872781,224.10082520720346,431.79783996735273
2015-05-28,371.0,370.69510817012895,266.84738985253205,474.54282648772585
2015-05-29,414.0,357.123404983469,253.3852852683477,460.8615246985903
2015-05-30,366.0,404.9703439541712,301.2329940277063,508.7076938806361
2015-05-31,346.0,361.5429441927978,257.8075290340977,465.2783593514979
2015-06-01,289.0,349.9819091723764,246.24727189410805,453.7165464506447
2015-06-02,297.0,293.76504969544635,190.0316875637367,397.498411827156
2015-06-03,268.0,311.18360640583995,207.4522876432826,414.9149251683973
2015-06-04,259.0,272.2663092425803,168.53570885251585,375.9969096326447
2015-06-05,327.0,267.2272665361608,163.59642201540993,370.8581110569117
2015-06-06,384.0,305.68167966808113,202.05153486938178,409.3118244667805
2015-06-07,299.0,375.05630323018113,271.42792138839116,478.6846850719711
2015-06-08,282.0,288.8049211843046,185.177249040317,392.43259332829217
2015-06-09,442.0,299.83008910541554,196.20358075128956,403.4565974595415
2015-06-10,309.0,426.2993605247514,322.6747181380934,529.9240029114095
2015-06-11,270.0,313.8444109991749,210.22042538581542,417.4683966125344
2015-06-12,239.0,295.0076371985003,191.47483381642203,398.54044058057855
2015-06-13,214.0,226.53971542514958,123.00755084122672,330.07188000907246
2015-06-14,166.0,223.94806128997146,120.41750976300611,327.4786128169368
2015-06-15,234.0,154.58087243036965,51.05097100736177,258.1107738533775
2015-06-16,331.0,249.12004827441186,145.59121326297208,352.64888328585164
2015-06-17,327.0,306.23558817758885,202.70846387669175,409.7627124784859
2015-06-18,313.0,330.3076164073143,226.78109487680385,433.8341379378247
2015-06-19,284.0,311.7567611283963,208.31390807567183,415.19961418112075
2015-06-20,239.0,279.9065871853879,176.4643196263211,383.3488547444547
2015-06-21,149.0,239.09970030951933,135.6589142448563,342.54048637418236
2015-06-22,172.0,153.10948605949216,49.669297709219066,256.54967440976526
2015-06-23,226.0,193.18442920417053,89.7452216197054,296.6236367886356
2015-06-24,261.0,213.50041465510574,110.06278113003582,316.93804818017566
2015-06-25,188.0,261.57808786469354,158.14100950383153,365.01516622555556
2015-06-26,192.0,187.09692169837464,83.73689014405208,290.4569532526972
2015-06-27,207.0,192.02903625202816,88.66954328733925,295.3885292167171
2015-06-28,219.0,190.27755397561563,86.91942640659221,293.63568154463906
2015-06-29,193.0,213.86736023503727,110.50978407879299,317.2249363912815
2015-06-30,170.0,206.2211420687015,102.86447095284225,309.5778131845608
2015-07-01,185.0,177.15019026805976,73.7949723071328,280.5054082289867
2015-07-02,220.0,185.61515724981385,82.26045227186219,288.9698622277655
2015-07-03,225.0,214.93843114518342,111.6549075294572,318.2219547609096
2015-07-04,250.0,210.79859301640124,107.51556650207536,314.08161953072715
2015-07-05,282.0,240.78089012582342,137.49912604028523,344.06265421136163
2015-07-06,298.0,266.8827462679266,163.601492473362,370.16400006249125
2015-07-07,175.0,309.1789498840782,205.898533849528,412.45936591862835
2015-07-08,217.0,182.68598582945162,79.40691546189261,285.96505619701065
2015-07-09,234.0,232.78015923963306,129.5015643047468,336.0587541745193
2015-07-10,188.0,218.89127350277477,115.6786397728483,322.1039072327012
2015-07-11,253.0,190.3247966456109,87.11262314220967,293.5369701490121
2015-07-12,198.0,240.39163249499262,137.18062967698557,343.60263531299967
2015-07-13,148.0,189.81016765854758,86.59963844462106,293.0206968724741
2015-07-14,141.0,169.85684499359178,66.64709349351304,273.06659649367054
2015-07-15,218.0,143.5541124027571,40.34561058377294,246.76261422174127
2015-07-16,268.0,218.0999648129411,114.8919048533687,321.3080247725135
2015-07-17,232.0,250.94994938320568,147.80318444421516,354.0967143221962
2015-07-18,204.0,228.27081429254366,125.12447665936489,331.41715192572246
2015-07-19,220.0,200.2926419463098,97.14739290473331,303.4378909878863
2015-07-20,223.0,212.5847862249184,109.43997791981019,315.7295945300266
2015-07-21,218.0,228.3620997339998,125.21801532944956,331.50618413855005
2015-07-22,165.0,223.23468576580743,120.09176497377808,326.37760655783677
2015-07-23,155.0,174.70175753167064,71.5592484604115,277.8442666029298
2015-07-24,154.0,159.12130270185202,56.03590072706865,262.20670467663535
2015-07-25,184.0,145.6725243531161,42.5875201720211,248.7575285342111
2015-07-26,150.0,176.11236320836056,73.0283738673207,279.19635254940044
2015-07-27,125.0,139.65020701255713,36.56662884726778,242.73378517784647
2015-07-28,160.0,141.46070659190218,38.3778039128986,244.54360927090576
2015-07-29,142.0,157.70125355722556,54.61943701863187,260.78307009581926
2015-07-30,181.0,146.5189575927334,43.43752561788389,249.60038956758288
2015-07-31,196.0,176.78523523281393,73.75713748627474,279.8133329793531
2015-08-01,181.0,183.38771190761778,80.359985396578,286.4154384186576
2015-08-02,213.0,175.04575022201533,72.01897204851262,278.072528395518
2015-08-03,175.0,201.6282417863617,98.60184810554114,304.6546354671823
2015-08-04,184.0,183.1423673616844,80.11660545297923,286.16812927038956
2015-08-05,228.0,190.23399647976578,87.20925072779704,293.2587422317345
2015-08-06,214.0,226.4029170714048,123.37853132706147,329.42730281574813
2015-08-07,254.0,210.10843732450914,107.13397489960722,313.08289974941107
2015-08-08,258.0,246.86579457315335,143.89167939816895,349.83990974813776
2015-08-09,244.0,244.55026756260588,141.57704055184183,347.52349457336993
2015-08-10,209.0,238.12806306098076,135.15519637569523,341.1009297462663
2015-08-11,283.0,219.51959953178624,116.54732501518927,322.49187404838324
2015-08-12,223.0,284.3744051253026,181.40308333514378,387.3457269154614
2015-08-13,205.0,222.67554989175574,119.7045658321819,325.64653395132956
2015-08-14,252.0,217.83285102985687,114.90869647148055,320.7570055882332
2015-08-15,198.0,237.16907009047665,134.24524104730114,340.09289913365217
2015-08-16,197.0,195.0583975567599,92.13540205526526,297.9813930582545
2015-08-17,184.0,191.53603916245515,88.61338202844068,294.4586962964696
2015-08-18,197.0,193.56728479357665,90.64518383578371,296.4893857513696
2015-08-19,140.0,199.71161490684662,96.79040900504829,302.63282080864496
2015-08-20,232.0,146.55913132323906,43.63824288051548,249.48001976596265
2015-08-21,271.0,232.79863706565666,129.92176327168983,335.6755108596235
2015-08-22,207.0,246.08906357236287,143.21249553675813,348.9656316079676
2015-08-23,127.0,208.972928839011,106.09714461099857,311.8487130670234
2015-08-24,123.0,125.33130705176929,22.455841181128136,228.20677292241044
2015-08-25,175.0,143.38970065370881,40.51475815171699,246.26464315570064
2015-08-26,245.0,166.030795308067,63.15669527454527,268.90489534158877
2015-08-27,248.0,244.49767743075392,141.6238763566214,347.37147850488645
2015-08-28,247.0,240.22522152880032,137.39286665490957,343.0575764026911
2015-08-29,292.0,242.45442775499833,139.62236062767494,345.28649488232173
2015-08-30,266.0,275.77698680600287,172.9456580742297,378.60831553777604
2015-08-31,288.0,254.19852851669805,151.36749985628956,357.02955717710654
2015-09-01,210.0,301.31633653337315,198.4858012539149,404.14687181283136
2015-09-02,298.0,212.53594967320322,109.70620877728966,315.3656905691168
2015-09-03,315.0,310.9791603961392,208.14970153112506,413.80861926115335
2015-09-04,368.0,297.5411608875539,194.7507982327757,400.33152354233204
2015-09-05,266.0,365.7271474093641,262.9370560348391,468.51723878388907
2015-09-06,174.0,250.7122658454677,147.92287128981425,353.50166040112117
2015-09-07,199.0,192.01185467659803,89.2227434378595,294.8009659153366
2015-09-08,217.0,204.64263436302818,101.85398902323263,307.43127970282376
2015-09-09,238.0,221.06583875627786,118.27794371790729,323.8537337946484
2015-09-10,230.0,240.64135897513242,137.85373043735206,343.4289875129128
2015-09-11,218.0,233.03176521762313,130.2810772658458,335.78245316940047
2015-09-12,226.0,210.540935735352,107.79050397115667,313.29136749954733
2015-09-13,202.0,214.4636558141211,111.71388270742453,317.21342892081765
2015-09-14,274.0,193.08763272906228,90.33812754999201,295.83713790813255
2015-09-15,289.0,280.8258376099803,178.076773081929,383.5749021380316
2015-09-16,235.0,281.24763357192995,178.499278833675,383.9959883101849
2015-09-17,285.0,250.8535437357574,148.1054412161245,353.6016462553903
2015-09-18,209.0,285.6919835859384,182.97883953348858,388.4051276383882
2015-09-19,132.0,201.0338880852752,98.32098635277127,303.74678981777913
2015-09-20,179.0,137.73264915382526,35.02037096866846,240.44492733898207
2015-09-21,136.0,170.50834126053886,67.79631683448581,273.2203656865919
2015-09-22,104.0,144.7697736541591,42.05816662950838,247.48138067880984
2015-09-23,95.0,116.36548970108738,13.65455514961397,219.0764242525608
2015-09-24,175.0,104.32148935904124,1.6107938622706541,207.0321848558118
2015-09-25,290.0,171.42612141558612,68.74855763778298,274.10368519338925
2015-09-26,282.0,259.6481629886891,156.9708287591843,362.32549721819385
2015-09-27,298.0,262.9068100103594,160.2300669524415,365.5835530682773
2015-09-28,240.0,290.7233441744421,188.04684180207636,393.39984654680785
2015-09-29,188.0,248.59532264853715,145.91921622079394,351.27142907628036
2015-09-30,187.0,203.7513701871298,101.07590178356944,306.4268385906902
2015-10-01,230.0,198.7817379403683,96.10649643191397,301.4569794488226
2015-10-02,286.0,231.5243648597669,128.88056786694062,334.1681618525932
2015-10-03,266.0,266.0766195295171,163.4330402968357,368.72019876219844
2015-10-04,369.0,253.35206355727823,150.7090455780669,355.9950815364896
2015-10-05,375.0,353.7997174693704,251.15692808713226,456.4425068516086
2015-10-06,411.0,367.1287763746808,264.4863630933998,469.7711896559618
2015-10-07,383.0,415.7377956886787,313.0959885637135,518.3796028136439
2015-10-08,388.0,386.8270744343722,284.18548294961295,489.46866591913147
2015-10-09,351.0,401.46290423043934,298.851195742131,504.0746127187477
2015-10-10,320.0,337.70561913657195,235.09411750532308,440.3171207678208
2015-10-11,296.0,324.3948177828199,221.78384970196677,427.00578586367305
2015-10-12,312.0,286.9099209920561,184.29917030804614,389.520671676066
2015-10-13,260.0,324.34650485059063,221.73611187923507,426.9568978219462
2015-10-14,204.0,259.9819446144542,157.37212826108652,362.5917609678219
2015-10-15,218.0,229.75459711799357,127.14498596705637,332.3642082689308
2015-10-16,356.0,221.44188265387913,118.8607064829768,324.02305882478146
2015-10-17,388.0,334.7883584072254,232.20737898894836,437.3693378255025
2015-10-18,298.0,360.6745563121741,258.094084742873,463.2550278814752
2015-10-19,392.0,300.4262394655265,197.84597489640532,403.0065040346477
2015-10-20,428.0,396.0996881008551,293.51976417252064,498.6796120291895
2015-10-21,384.0,412.10361508629376,309.5242403454961,514.6829898270914
2015-10-22,292.0,401.0071248813591,298.4279456451143,503.58630411760396
2015-10-23,343.0,307.6701028654669,205.1180133551293,410.2221923758045
2015-10-24,383.0,341.1551762598358,238.60327412021695,443.70707839945464
2015-10-25,374.0,359.2741200058929,256.72270182718825,461.8255381845975
2015-10-26,263.0,370.8079764146609,268.256755567881,473.35919726144084
2015-10-27,334.0,276.6118681138736,174.06097202971222,379.16276419803495
2015-10-28,333.0,341.897747584446,239.3473751693382,444.4481199995538
2015-10-29,262.0,326.2365028745836,223.6863169377342,428.786688811433
2015-10-30,236.0,285.3120470745634,182.78769887242262,387.83639527670414
2015-10-31,340.0,230.85650829909082,128.3323387410228,333.38067785715884
2015-11-01,415.0,327.3418302886861,224.81812245016408,429.8655381272081
2015-11-02,420.0,385.4110419059681,282.88752239303034,487.93456141890584
2015-11-03,407.0,426.5301194123412,324.0069098687959,529.0533289558865
2015-11-04,454.0,403.4077572090779,300.885047554406,505.93046686374976
2015-11-05,388.0,460.275870407099,357.7533388153661,562.7984019988319
2015-11-06,276.0,392.18484025136684,289.68697923960866,494.682701263125
2015-11-07,483.0,291.7959132464158,189.29822274772638,394.2936037451052
2015-11-08,451.0,464.8522786750079,362.3550291532423,567.3495281967735
2015-11-09,378.0,421.31091180022435,318.813842200542,523.8079813999067
2015-11-10,439.0,407.1994982933316,304.7027248581111,509.6962717285521
2015-11-11,431.0,430.39519741595757,327.89890167334937,532.8914931585657
2015-11-12,421.0,435.23237924304067,332.73625370510456,537.7285047809768
2015-11-13,454.0,426.17613876614456,323.70359399413996,528.6486835381492
2015-11-14,450.0,450.9795953246205,348.5072134773323,553.4519771719088
2015-11-15,367.0,438.4646516407156,335.9926913947777,540.9366118866535
2015-11-16,383.0,367.3730531870186,264.90126500987407,469.8448413641632
2015-11-17,347.0,398.06642804163965,295.5949231262027,500.53793295707663
2015-11-18,369.0,345.05033140841107,242.57928343562776,447.5213793811944
2015-11-19,392.0,380.20578734419064,277.73490222676287,482.6766724616184
2015-11-20,455.0,387.28554749054194,284.83722397991966,489.73387100116423
2015-11-21,450.0,451.04030054701093,348.5921328681772,553.4884682258447
2015-11-22,478.0,430.8988697309818,328.45110552743057,533.346633934533
2015-11-23,431.0,472.88487894919757,370.4372794643531,575.3324784340421
2015-11-24,440.0,434.2604079031219,331.8130796024688,536.7077362037751
2015-11-25,376.0,450.0320707270352,347.5851799423915,552.4789615116789
2015-11-26,347.0,379.20091232818345,276.75417751550907,481.6476471408578
2015-11-27,343.0,368.3860880957037,265.96096040703645,470.811215784371
2015-11-28,362.0,338.17276048829757,235.74778199171595,440.5977389848792
2015-11-29,319.0,357.3195511628461,254.89495915980916,459.74414316588303
2015-11-30,425.0,307.4513467994467,205.02691262614061,409.87578097275275
2015-12-01,400.0,432.5827191500756,330.1585448397751,535.0068934603761
2015-12-02,386.0,383.1296797185272,280.7059247107197,485.5534347263347
2015-12-03,385.0,404.4702593142032,302.04665382234043,506.89386480606595
2015-12-04,392.0,382.5707393162378,280.1678457826008,484.9736328498748
2015-12-05,428.0,397.52758911358404,295.1248385477537,499.9303396794144
2015-12-06,394.0,410.1509979215388,307.7486179175076,512.5533779255701
2015-12-07,440.0,389.7567810602709,287.35455242032407,492.1590097002177
2015-12-08,437.0,445.7031509573868,343.301171553728,548.1051303610456
2015-12-09,431.0,429.600341112279,327.1987639117732,532.0019183127848
2015-12-10,383.0,439.48642068306185,337.08498693517856,541.8878544309451
2015-12-11,377.0,390.0944091796333,287.7128467257639,492.47597163350275
2015-12-12,379.0,385.21028138714973,282.82885605829057,487.5917067160089
2015-12-13,333.0,366.12891973999814,263.74785000637206,468.5099894736242
2015-12-14,314.0,333.74154348365823,231.36061903781012,436.12246792950634
2015-12-15,174.0,325.526199586515,223.14551438904164,427.9068847839884
2015-12-16,244.0,185.84533453653185,83.46503546798384,288.22563360507985
2015-12-17,308.0,257.8759728538465,155.49581153608597,360.2561341716071
2015-12-18,320.0,292.8076906618841,190.4466101389967,395.1687711847716
2015-12-19,270.0,321.4679374060259,219.1069885162902,423.8288862957616
2015-12-20,320.0,257.8401633478181,155.47955597550987,360.2007707201263
2015-12-21,313.0,319.0939556897287,216.733487887587,421.45442349187044
2015-12-22,326.0,305.77985990622585,203.41962195315352,408.1400978592982
2015-12-23,459.0,332.8600239278948,230.50015697429419,435.2198908814954
2015-12-24,314.0,444.5755715086307,342.21583693729514,546.9353060799662
2015-12-25,304.0,321.27640281364387,218.9350047895125,423.61780083777523
2015-12-26,310.0,323.5426278497808,221.20135629033194,425.8838994092296
2015-12-27,370.0,291.18068342771437,188.83974012764534,393.5216267277834
2015-12-28,328.0,366.4443242309431,264.10351511443565,468.78513334745054
2015-12-29,331.0,322.52531621074087,220.18472808724482,424.8659043342369
2015-12-30,412.0,345.70664962448797,243.36641824316456,448.0468810058114
2015-12-31,433.0,398.2025996833968,295.86249562364685,500.5427037431467
2016-01-01,463.0,433.89936352286463,331.5768944748768,536.2218325708525
2016-01-02,465.0,455.7778441253177,353.45549667203517,558.1001915786003
2016-01-03,426.0,455.0102052319398,352.68817353731333,557.3322369265662
2016-01-04,496.0,422.18320951155374,319.8613069198236,524.5051121032839
2016-01-05,528.0,498.5350748734536,396.21338492085056,600.8567648260566
2016-01-06,538.0,519.1418256707307,416.8204790093825,621.4631723320788
2016-01-07,535.0,540.841729695507,438.5205055797788,643.1629538112351
2016-01-08,603.0,537.2156143258535,434.91136319161694,639.51986546009
2016-01-09,408.0,598.9182456533333,496.61411151976966,701.2223797868969
2016-01-10,368.0,405.9766825293032,303.67285235439493,508.2805127042115
2016-01-11,404.0,393.57841490164725,291.2747090321714,495.8821207711231
2016-01-12,444.0,396.130389673119,293.82688855379604,498.43389079244196
2016-01-13,356.0,450.93284635715963,348.6296758248674,553.2360168894519
2016-01-14,397.0,355.26424112555674,252.96118862670207,457.5672936244114
2016-01-15,371.0,417.18039200478927,314.8936870507358,519.4670969588427
2016-01-16,311.0,354.230741051755,251.9441487598288,456.5173333436812
2016-01-17,321.0,320.21285885662,217.9265593726612,422.49915834057884
2016-01-18,424.0,312.65386952563915,210.36768981218592,414.9400492390924
2016-01-19,435.0,423.9540314517706,321.6680490305361,526.2400138730052
2016-01-20,455.0,422.29668186478966,320.0110180187902,524.5823457107891
2016-01-21,398.0,461.7784361171616,359.49288603711614,564.0639861972071
2016-01-22,399.0,401.2100951981391,298.9403011715816,503.47988922469654
2016-01-23,469.0,405.09847873504543,302.82879326895954,507.3681642011313
2016-01-24,488.0,447.5840128698273,345.3146096635529,549.8534160761017
2016-01-25,401.0,480.3623415104726,378.09305378350075,582.6316292374445
2016-01-26,446.0,411.0406088265056,308.77151133401753,513.3097063189937
2016-01-27,456.0,456.4274703605033,354.1586800744596,558.696260646547
2016-01-28,451.0,446.1976507294202,343.928970169167,548.4663312896735
2016-01-29,501.0,463.6215568200369,361.368072354437,565.8750412856368
2016-01-30,505.0,488.0628807386368,385.80950095180737,590.3162605254663
2016-01-31,437.0,494.31785756494554,392.06475004966194,596.5709650802291
2016-02-01,305.0,437.09204967560703,334.83905357498895,539.3450457762251
2016-02-02,292.0,330.1678344986735,227.91502194687268,432.4206470504744
2016-02-03,306.0,308.08343627577665,205.83092015954338,410.3359523920099
2016-02-04,300.0,304.67107130684684,202.41866108769733,406.92348152599635
