datetime,y,y (scaled),split,y_pred (scaled),y_pred,error,percentage,y_pred_2 (scale),y_pred_2
2015-01-11,379.0,0.5094614264919942,train,0.5114052,380.33542,-1.335418701171875,-0.3523532193065633,0.5124861,381.07797
2015-01-12,375.0,0.5036390101892286,train,0.49479017,368.92084,6.07916259765625,1.6211100260416667,0.49537954,369.32574
2015-01-13,366.0,0.49053857350800584,train,0.47400022,354.63815,11.361846923828125,3.1043297606087776,0.4722002,353.40158
2015-01-14,353.0,0.4716157205240175,train,0.48033565,358.9906,-5.9906005859375,-1.6970539903505666,0.47924942,358.24435
2015-01-15,340.0,0.45269286754002913,train,0.46505338,348.4917,-8.49169921875,-2.49755859375,0.46356434,347.46872
2015-01-16,356.0,0.47598253275109176,train,0.44891942,337.40762,18.592376708984375,5.222577727242802,0.44782472,336.65558
2015-01-17,360.0,0.48180494905385735,train,0.47300586,353.95502,6.04498291015625,1.679161919487847,0.47454965,355.01562
2015-01-18,370.0,0.49636098981077154,train,0.47352526,354.31186,15.688140869140625,4.24003807274071,0.475291,355.52493
2015-01-19,362.0,0.48471615720524014,train,0.4851309,362.28494,-0.284942626953125,-0.07871343285997928,0.48759156,363.97543
2015-01-20,340.0,0.45269286754002913,train,0.47371736,354.44382,-14.443817138671875,-4.248181511374081,0.47521004,355.4693
2015-01-21,338.0,0.4497816593886463,train,0.44903708,337.48846,0.51153564453125,0.1513419066660503,0.4485396,337.14673
2015-01-22,332.0,0.44104803493449785,train,0.45128635,339.03372,-7.033721923828125,-2.1185909409120858,0.4513233,339.0591
2015-01-23,254.0,0.32751091703056767,train,0.4416473,332.41168,-78.41168212890625,-30.870740995632385,0.44079491,331.8261
2015-01-24,324.0,0.42940320232896656,train,0.3466295,267.13446,56.86553955078125,17.55109245394483,0.33971396,262.38348
2015-01-25,333.0,0.44250363901018924,train,0.4459959,335.39917,-2.399169921875,-0.7204714480105106,0.44822145,336.92813
2015-01-26,292.0,0.38282387190684136,train,0.42951947,324.07986,-32.079864501953125,-10.986254966422303,0.4312605,325.27597
2015-01-27,318.0,0.42066957787481807,train,0.3838517,292.70612,25.29388427734375,7.954051659542059,0.38143182,291.04367
2015-01-28,295.0,0.3871906841339156,train,0.42986113,324.3146,-29.314605712890625,-9.937154478945974,0.43107468,325.14832
2015-01-29,327.0,0.43377001455604075,train,0.38399228,292.8027,34.197296142578125,10.457888728617164,0.38171363,291.23727
2015-01-30,345.0,0.4599708879184862,train,0.4289763,323.70673,21.29327392578125,6.1719634567481885,0.43098617,325.0875
2015-01-31,334.0,0.44395924308588064,train,0.45114216,338.93466,-4.934661865234375,-1.4774436722258608,0.45175308,339.35437
2015-02-01,358.0,0.47889374090247455,train,0.42816415,323.14877,34.851226806640625,9.734979554927548,0.42716044,322.45923
2015-02-02,349.0,0.4657933042212518,train,0.46034425,345.25653,3.74346923828125,1.0726272889058024,0.4621212,346.47726
2015-02-03,334.0,0.44395924308588064,train,0.449981,338.13696,-4.136962890625,-1.2386116438997006,0.44942254,337.7533
2015-02-04,313.0,0.41339155749636103,train,0.43484473,327.73834,-14.73834228515625,-4.708735554363019,0.4333338,326.70032
2015-02-05,262.0,0.339155749636099,train,0.4143043,313.62704,-51.627044677734375,-19.70497888463144,0.41074532,311.18204
2015-02-06,303.0,0.3988355167394469,train,0.3539865,272.18872,30.811279296875,10.168739041872938,0.34749523,267.72922
2015-02-07,329.0,0.4366812227074236,train,0.41022107,310.82187,18.178131103515625,5.525267812618731,0.40998113,310.65704
2015-02-08,323.0,0.4279475982532751,train,0.42939347,323.99332,-0.993316650390625,-0.3075283747339396,0.43065542,324.86026
2015-02-09,266.0,0.34497816593886466,train,0.41807306,316.2162,-50.2161865234375,-18.87826561031485,0.4183163,316.3833
2015-02-10,319.0,0.42212518195050946,train,0.35435748,272.44357,46.556427001953125,14.594491223182798,0.3497324,269.26614
2015-02-11,334.0,0.44395924308588064,train,0.42845118,323.34595,10.654052734375,3.189836148016467,0.43048096,324.74042
2015-02-12,342.0,0.455604075691412,train,0.42724127,322.51474,19.485260009765625,5.69744444729989,0.42915112,323.8268
2015-02-13,341.0,0.45414847161572053,train,0.44391817,333.97177,7.028228759765625,2.061064152423937,0.44387132,333.9396
2015-02-14,377.0,0.5065502183406114,train,0.44181228,332.52502,44.4749755859375,11.797075752238063,0.44124115,332.13266
2015-02-15,391.0,0.5269286754002912,train,0.48091194,359.3865,31.613494873046875,8.08529280640585,0.4834236,361.11203
2015-02-16,358.0,0.47889374090247455,train,0.49466008,368.83148,-10.83148193359375,-3.0255536127356844,0.49783796,371.0147
2015-02-17,327.0,0.43377001455604075,train,0.46367294,347.54333,-20.5433349609375,-6.2823654314793576,0.46127865,345.89844
2015-02-18,365.0,0.4890829694323144,train,0.43262732,326.21497,38.7850341796875,10.626036761558218,0.42888963,323.6472
2015-02-19,352.0,0.47016011644832606,train,0.47980186,358.62387,-6.623870849609375,-1.8817814913662998,0.4806962,359.2383
2015-02-20,317.0,0.41921397379912667,train,0.4546985,341.37787,-24.37786865234375,-7.690179385597397,0.45405412,340.93518
2015-02-21,320.0,0.4235807860262009,train,0.42280608,319.46777,0.5322265625,0.16632080078125,0.4194504,317.1624
2015-02-22,279.0,0.363901018922853,train,0.43135995,325.34427,-46.344268798828125,-16.610849031838036,0.4305077,324.7588
2015-02-23,281.0,0.36681222707423583,train,0.37198803,284.5558,-3.5557861328125,-1.2654043177268683,0.36847347,282.14127
2015-02-24,354.0,0.47307132459970885,train,0.38672924,294.68298,59.3170166015625,16.75621937897246,0.38513085,293.5849
2015-02-25,340.0,0.45269286754002913,train,0.4735959,354.36038,-14.360382080078125,-4.223641788258272,0.47850776,357.73486
2015-02-26,323.0,0.4279475982532751,train,0.4304924,324.7483,-1.748291015625,-0.5412665683049536,0.43153813,325.4667
2015-02-27,315.0,0.4163027656477438,train,0.4211728,318.3457,-3.345703125,-1.0621279761904763,0.42078918,318.08215
2015-02-28,310.0,0.4090247452692868,train,0.4178368,316.05386,-6.053863525390625,-1.9528592017389113,0.41667843,315.2581
2015-03-01,324.0,0.42940320232896656,train,0.40576953,307.76367,16.236328125,5.0112123842592595,0.40433735,306.77975
2015-03-02,226.0,0.2867540029112082,train,0.4272635,322.53003,-96.530029296875,-42.71240234375,0.42659748,322.07248
2015-03-03,266.0,0.34497816593886466,train,0.30725756,240.08594,25.9140625,9.742128759398497,0.29730412,233.24792
2015-03-04,200.0,0.24890829694323147,train,0.36827633,282.00583,-82.00582885742188,-41.00291442871094,0.36620614,280.58362
2015-03-05,275.0,0.35807860262008734,train,0.2705388,214.86015,60.13984680175781,21.869035200639207,0.2629521,209.64809
2015-03-06,322.0,0.4264919941775837,train,0.3791027,289.44357,32.556427001953125,10.110691615513392,0.38046938,290.38248
